Strain ID;Systematic gene name;Allele/Gene name;Single mutant fitness (26°);Single mutant fitness (26°) stddev;Single mutant fitness (30°);Single mutant fitness (30°) stddev;;;;;
YDL237W_sn3140;YDL237W;aim6;1,042;0,0649;1,042;0,0649;;;;;
YDL238C_dma823;YDL238C;gud1;0,997;0,12;0,997;0,12;;;;;
YDL238C_sn2882;YDL238C;gud1;0,997;0,12;0,997;0,12;;;;;
YDL239C_dma822;YDL239C;ady3;1,0177;0,0993;1,0177;0,0993;;;;;
YDL239C_sn951;YDL239C;ady3;1,0177;0,0993;1,0177;0,0993;;;;;
YDL240W_dma821;YDL240W;lrg1;1,0015;0,035;1,0015;0,035;;;;;
YDL240W_sn1045;YDL240W;lrg1;1,0015;0,035;1,0015;0,035;;;;;
YDL241W_dma820;YDL241W;ydl241w;1,0108;0,0494;1,0108;0,0494;;;;;
YDL241W_sn3141;YDL241W;ydl241w;1,0108;0,0494;1,0108;0,0494;;;;;
YDL242W_dma819;YDL242W;ydl242w;1,0215;0,0224;1,0215;0,0224;;;;;
YDL243C_dma818;YDL243C;aad4;0,9807;0,0268;0,9807;0,0268;;;;;
YDL243C_sn2746;YDL243C;aad4;0,9807;0,0268;0,9807;0,0268;;;;;
YDL244W_sn4478;YDL244W;thi13;1,021;0,0091;1,021;0,0091;;;;;
YDL245C_sn2354;YDL245C;hxt15;1,009;0,0111;1,009;0,0111;;;;;
YDL246C_sn2884;YDL246C;sor2;1,0165;0,0248;1,0165;0,0248;;;;;
YDL248W_sn3802;YDL248W;cos7;0,9485;0,0259;0,9485;0,0259;;;;;
YDR001C_dma817;YDR001C;nth1;0,953;0,0664;0,953;0,0664;;;;;
YDR001C_sn2971;YDR001C;nth1;0,953;0,0664;0,953;0,0664;;;;;
YDR002W_tsa582;YDR002W;yrb1-51;0,9669;0,0584;0,6853;0,1504;;;;;
YDR002W_tsq582;YDR002W;yrb1-51;0,9669;0,0584;0,6853;0,1504;;;;;
YDR003W_dma839;YDR003W;rcr2;1,029;0,0312;1,029;0,0312;;;;;
YDR003W_sn3544;YDR003W;rcr2;1,029;0,0312;1,029;0,0312;;;;;
YDR003W-A_sn4660;YDR003W-A;ydr003w-a;1,035;0,005;1,035;0,005;;;;;
YDR004W_dma838;YDR004W;rad57;0,8755;0,0777;0,8755;0,0777;;;;;
YDR004W_sn1654;YDR004W;rad57;0,8755;0,0777;0,8755;0,0777;;;;;
YDR005C_dma837;YDR005C;maf1;0,8795;0,0407;0,8795;0,0407;;;;;
YDR005C_sn1884;YDR005C;maf1;0,8795;0,0407;0,8795;0,0407;;;;;
YDR006C_dma836;YDR006C;sok1;0,9358;0,0487;0,9358;0,0487;;;;;
YDR006C_sn143;YDR006C;sok1;0,9358;0,0487;0,9358;0,0487;;;;;
YDR007W_dma835;YDR007W;trp1;0,9587;0,0868;0,9587;0,0868;;;;;
YDR007W_sn4487;YDR007W;trp1;0,9587;0,0868;0,9587;0,0868;;;;;
YDR009W_dma833;YDR009W;gal3;1,0222;0,0388;1,0222;0,0388;;;;;
YDR009W_sn2029;YDR009W;gal3;1,0222;0,0388;1,0222;0,0388;;;;;
YDR010C_dma832;YDR010C;ydr010c;1,0435;0,0086;1,0435;0,0086;;;;;
YDR011W_dma831;YDR011W;snq2;0,9972;0,0701;0,9972;0,0701;;;;;
YDR011W_sn2317;YDR011W;snq2;0,9972;0,0701;0,9972;0,0701;;;;;
YDR012W_sn3941;YDR012W;rpl4b;1,0355;0,0212;1,0355;0,0212;;;;;
YDR013W_tsa583;YDR013W;psf1-1;0,8279;0,1017;0,6899;0,1029;;;;;
YDR013W_tsq583;YDR013W;psf1-1;0,8279;0,1017;0,6899;0,1029;;;;;
YDR014W_dma830;YDR014W;rad61;0,9925;0,104;0,9925;0,104;;;;;
YDR014W_sn1622;YDR014W;rad61;0,9925;0,104;0,9925;0,104;;;;;
YDR015C_dma829;YDR015C;ydr015c;0,963;0,0092;0,963;0,0092;;;;;
YDR016C_tsa1077;YDR016C;dad1-5005;0,9123;0,1751;0,5383;0,0099;;;;;
YDR016C_tsq1306;YDR016C;dad1-5005;0,9123;0,1751;0,9886;0,0162;;;;;
YDR018C_dma851;YDR018C;ydr018c;1,0108;0,0697;1,0108;0,0697;;;;;
YDR018C_sn3838;YDR018C;ydr018c;1,0108;0,0697;1,0108;0,0697;;;;;
YDR019C_dma850;YDR019C;gcv1;1,0248;0,0486;1,0248;0,0486;;;;;
YDR019C_sn4409;YDR019C;gcv1;1,0248;0,0486;1,0248;0,0486;;;;;
YDR020C_dma849;YDR020C;das2;1,0345;0,0555;1,0345;0,0555;;;;;
YDR020C_sn4299;YDR020C;das2;1,0345;0,0555;1,0345;0,0555;;;;;
YDR021W_damp317;YDR021W;fal1_damp;0,982;0,05;0,982;0,05;;;;;
YDR021W_tsa728;YDR021W;fal1-1;0,6294;0,1015;0,407;0,0451;;;;;
YDR021W_tsq1162;YDR021W;fal1-1;0,6294;0,1015;0,407;0,0451;;;;;
YDR022C_dma848;YDR022C;atg31;1,0115;0,0312;1,0115;0,0312;;;;;
YDR022C_sn1591;YDR022C;atg31;1,0115;0,0312;1,0115;0,0312;;;;;
YDR024W_dma847;YDR024W;fyv1;0,766;0,0514;0,766;0,0514;;;;;
YDR025W_sn4111;YDR025W;rps11a;0,6085;0,1372;0,6085;0,1372;;;;;
YDR026C_dma5215;YDR026C;nsi1;1,0275;0,0246;1,0275;0,0246;;;;;
YDR026C_sn1724;YDR026C;nsi1;1,0275;0,0246;1,0275;0,0246;;;;;
YDR027C_S332;YDR027C;vps54-supp1;NaN;NaN;NaN;NaN;;;;;
YDR029W_dma5214;YDR029W;ydr029w;1,007;0,0056;1,007;0,0056;;;;;
YDR030C_dma5213;YDR030C;rad28;1,0348;0,0739;1,0348;0,0739;;;;;
YDR030C_sn1262;YDR030C;rad28;1,0348;0,0739;1,0348;0,0739;;;;;
YDR031W_dma5212;YDR031W;mix14;1,0245;0,0406;1,0245;0,0406;;;;;
YDR031W_sn3566;YDR031W;mix14;1,0245;0,0406;1,0245;0,0406;;;;;
YDR032C_dma5211;YDR032C;pst2;1,015;0,0304;1,015;0,0304;;;;;
YDR032C_sn3542;YDR032C;pst2;1,015;0,0304;1,015;0,0304;;;;;
YDR033W_dma5210;YDR033W;mrh1;1,0288;0,0257;1,0288;0,0257;;;;;
YDR033W_sn127;YDR033W;mrh1;1,0288;0,0257;1,0288;0,0257;;;;;
YDR034C-A_sn4496;YDR034C-A;ydr034c-a;1;0,0601;1;0,0601;;;;;
YDR034W-B_sn3142;YDR034W-B;ydr034w-b;1,0055;0,0664;1,0055;0,0664;;;;;
YDR035W_dma5224;YDR035W;aro3;1,0035;0,0988;1,0035;0,0988;;;;;
YDR035W_sn4272;YDR035W;aro3;1,0035;0,0988;1,0035;0,0988;;;;;
YDR036C_dma5223;YDR036C;ehd3;1,0047;0,0136;1,0047;0,0136;;;;;
YDR036C_sn175;YDR036C;ehd3;1,0047;0,0136;1,0047;0,0136;;;;;
YDR037W_damp319;YDR037W;krs1_damp;0,948;0,0238;0,948;0,0238;;;;;
YDR037W_tsq1746;YDR037W;krs1-5001;0,9174;0,1205;0,7894;0,0128;;;;;
YDR037W_tsq1748;YDR037W;krs1-5004;0,9622;0,0112;1,0324;0,0178;;;;;
YDR038C_sn2386;YDR038C;ena5;0,995;0,0405;0,995;0,0405;;;;;
YDR040C_sn2385;YDR040C;ena1;0,9605;0,0136;0,9605;0,0136;;;;;
YDR041W_damp320;YDR041W;rsm10_damp;0,747;0,035;0,747;0,035;;;;;
YDR042C_dma5222;YDR042C;ydr042c;1,01;0,0348;1,01;0,0348;;;;;
YDR042C_sn3143;YDR042C;ydr042c;1,01;0,0348;1,01;0,0348;;;;;
YDR043C_dma5221;YDR043C;nrg1;0,957;0,0526;0,957;0,0526;;;;;
YDR043C_sn2002;YDR043C;nrg1;0,957;0,0526;0,957;0,0526;;;;;
YDR044W_damp321;YDR044W;hem13_damp;1,0225;0,0156;1,0225;0,0156;;;;;
YDR044W_tsa1076;YDR044W;hem13-5001;0,8716;0,2069;0,821;0,2444;;;;;
YDR044W_tsq1305;YDR044W;hem13-5001;0,8716;0,2069;0,821;0,2444;;;;;
YDR045C_damp322;YDR045C;rpc11_damp;0,4135;0,0895;0,4135;0,0895;;;;;
YDR045C_tsa1078;YDR045C;rpc11-5001;0,8474;0,0322;0,8168;0,048;;;;;
YDR045C_tsq1307;YDR045C;rpc11-5001;0,8474;0,0322;0,8168;0,048;;;;;
YDR046C_dma5219;YDR046C;bap3;0,9782;0,0781;0,9782;0,0781;;;;;
YDR046C_sn2293;YDR046C;bap3;0,9782;0,0781;0,9782;0,0781;;;;;
YDR047W_damp323;YDR047W;hem12_damp;0,897;0,1295;0,897;0,1295;;;;;
YDR047W_tsq3029;YDR047W;hem12-5005;NaN;NaN;NaN;NaN;;;;;
YDR048C_dma845;YDR048C;ydr048c-supp1;0,9705;0,0189;0,9705;0,0189;;;;;
YDR049W_dma844;YDR049W;vms1;0,858;0,0568;0,858;0,0568;;;;;
YDR049W_sn3567;YDR049W;vms1;0,858;0,0568;0,858;0,0568;;;;;
YDR050C_tsa988;YDR050C;tpi1-1670;0,9973;0,0136;0,9741;0,0559;;;;;
YDR050C_tsq990;YDR050C;tpi1-1670;0,9973;0,0136;0,9741;0,0559;;;;;
YDR051C_dma843;YDR051C;det1;0,9792;0,034;0,9792;0,034;;;;;
YDR051C_sn3568;YDR051C;det1;0,9792;0,034;0,9792;0,034;;;;;
YDR052C_tsa161;YDR052C;dbf4-1;0,7267;0,0965;0,5328;0,1519;;;;;
YDR052C_tsa162;YDR052C;dbf4-2;0,8087;0,0314;0,4992;0,0507;;;;;
YDR052C_tsa163;YDR052C;dbf4-3;0,9877;0,0604;0,953;0,2571;;;;;
YDR052C_tsa164;YDR052C;dbf4-4;0,971;0,0403;0,7993;0,1306;;;;;
YDR052C_tsa95;YDR052C;dbf4-ts;0,8657;0,0446;0,566;0,1121;;;;;
YDR052C_tsq161;YDR052C;dbf4-1;0,7267;0,0965;0,5328;0,1519;;;;;
YDR052C_tsq162;YDR052C;dbf4-2;0,8087;0,0314;0,4992;0,0507;;;;;
YDR052C_tsq163;YDR052C;dbf4-3;0,9877;0,0604;0,953;0,2571;;;;;
YDR052C_tsq164;YDR052C;dbf4-4;0,971;0,0403;0,7993;0,1306;;;;;
YDR052C_tsq87;YDR052C;dbf4-ts;0,8657;0,0446;0,566;0,1121;;;;;
YDR054C_damp326;YDR054C;cdc34_damp;1,013;0,0115;1,013;0,0115;;;;;
YDR054C_tsa92;YDR054C;cdc34-1;0,7926;0,012;0,6229;0,0151;;;;;
YDR054C_tsq308;YDR054C;cdc34-2;0,9586;0,0281;0,8634;0,0298;;;;;
YDR055W_dma842;YDR055W;pst1;1,038;0,0485;1,038;0,0485;;;;;
YDR055W_sn708;YDR055W;pst1;1,038;0,0485;1,038;0,0485;;;;;
YDR056C_dma841;YDR056C;emc10;0,9872;0,0757;0,9872;0,0757;;;;;
YDR056C_sn105;YDR056C;emc10;0,9872;0,0757;0,9872;0,0757;;;;;
YDR057W_dma863;YDR057W;yos9;1,0435;0,0535;1,0435;0,0535;;;;;
YDR057W_sn190;YDR057W;yos9;1,0435;0,0535;1,0435;0,0535;;;;;
YDR058C_dma862;YDR058C;tgl2;0,988;0,0779;0,988;0,0779;;;;;
YDR058C_sn2889;YDR058C;tgl2;0,988;0,0779;0,988;0,0779;;;;;
YDR059C_dma861;YDR059C;ubc5;1,0063;0,0305;1,0063;0,0305;;;;;
YDR059C_sn445;YDR059C;ubc5;1,0063;0,0305;1,0063;0,0305;;;;;
YDR060W_tsa249;YDR060W;mak21-1;0,8474;0,139;0,7278;0,1855;;;;;
YDR060W_tsa250;YDR060W;mak21-3;0,8283;0,0451;0,6267;0,0357;;;;;
YDR060W_tsq249;YDR060W;mak21-1;0,8474;0,139;0,7278;0,1855;;;;;
YDR061W_dma860;YDR061W;ydr061w;0,9983;0,0363;0,9983;0,0363;;;;;
YDR061W_sn1086;YDR061W;ydr061w;0,9983;0,0363;0,9983;0,0363;;;;;
YDR062W_damp328;YDR062W;lcb2_damp;0,9855;0,0473;0,9855;0,0473;;;;;
YDR062W_tsa575;YDR062W;lcb2-2;0,5659;0,0254;0,3903;0,0306;;;;;
YDR062W_tsa585;YDR062W;lcb2-16;0,5962;0,0371;0,4643;0,0346;;;;;
YDR062W_tsa586;YDR062W;lcb2-1;0,5954;0,0494;0,4277;0,038;;;;;
YDR062W_tsq2766;YDR062W;lcb2-16;0,93;0,0079;0,4643;0,0346;;;;;
YDR062W_tsq2767;YDR062W;lcb2-19;0,6477;0,1872;0,4884;0,093;;;;;
YDR063W_dma859;YDR063W;aim7;0,9815;0,081;0,9815;0,081;;;;;
YDR063W_sn3569;YDR063W;aim7;0,9815;0,081;0,9815;0,081;;;;;
YDR064W_tsa1111;YDR064W;rps13-5001;0,8623;0,0701;0,7496;0,1314;;;;;
YDR064W_tsq1375;YDR064W;rps13-5001;0,8623;0,0701;0,7496;0,1314;;;;;
YDR065W_sn2552;YDR065W;rrg1;0,512;0,0651;0,512;0,0651;;;;;
YDR066C_dma858;YDR066C;rtr2;1,0308;0,1112;1,0308;0,1112;;;;;
YDR066C_sn3437;YDR066C;rtr2;1,0308;0,1112;1,0308;0,1112;;;;;
YDR067C_dma857;YDR067C;oca6;1,0195;0,0839;1,0195;0,0839;;;;;
YDR067C_sn3438;YDR067C;oca6;1,0195;0,0839;1,0195;0,0839;;;;;
YDR068W_dma856;YDR068W;dos2;0,9455;0,2938;0,9455;0,2938;;;;;
YDR068W_sn3411;YDR068W;dos2;0,9455;0,2938;0,9455;0,2938;;;;;
YDR069C_damp1282;YDR069C;doa4_damp;0,941;0,047;0,941;0,047;;;;;
YDR069C_S31;YDR069C;doa4-supp1;NaN;NaN;NaN;NaN;;;;;
YDR069C_sn176;YDR069C;doa4;0,3655;0,0303;0,3655;0,0303;;;;;
YDR070C_dma855;YDR070C;fmp16;1,0278;0,0454;1,0278;0,0454;;;;;
YDR070C_sn2506;YDR070C;fmp16;1,0278;0,0454;1,0278;0,0454;;;;;
YDR071C_dma854;YDR071C;paa1;0,9788;0,1347;0,9788;0,1347;;;;;
YDR071C_sn1685;YDR071C;paa1;0,9788;0,1347;0,9788;0,1347;;;;;
YDR072C_dma853;YDR072C;ipt1;0,9892;0,0824;0,9892;0,0824;;;;;
YDR072C_sn2896;YDR072C;ipt1;0,9892;0,0824;0,9892;0,0824;;;;;
YDR073W_dma888;YDR073W;snf11;1,0357;0,0957;1,0357;0,0957;;;;;
YDR073W_sn1759;YDR073W;snf11;1,0357;0,0957;1,0357;0,0957;;;;;
YDR074W_dma887;YDR074W;tps2;0,663;0,1182;0,663;0,1182;;;;;
YDR074W_sn2980;YDR074W;tps2;0,663;0,1182;0,663;0,1182;;;;;
YDR075W_dma886;YDR075W;pph3;0,9985;0,1167;0,9985;0,1167;;;;;
YDR075W_sn902;YDR075W;pph3;0,9985;0,1167;0,9985;0,1167;;;;;
YDR076W_dma885;YDR076W;rad55;0,8565;0,0351;0,8565;0,0351;;;;;
YDR076W_sn1408;YDR076W;rad55;0,8565;0,0351;0,8565;0,0351;;;;;
YDR077W_dma884;YDR077W;sed1;0,9892;0,1369;0,9892;0,1369;;;;;
YDR077W_sn734;YDR077W;sed1;0,9892;0,1369;0,9892;0,1369;;;;;
YDR078C_sn3077;YDR078C;shu2;1,016;0,0431;1,016;0,0431;;;;;
YDR079C-A_S32;YDR079C-A;tfb5-supp1;NaN;NaN;NaN;NaN;;;;;
YDR079W_sn2488;YDR079W;pet100;0,7905;0,0458;0,7905;0,0458;;;;;
YDR080W_dma883;YDR080W;vps41;0,5993;0,0925;0,5993;0,0925;;;;;
YDR080W_sn507;YDR080W;vps41;0,5993;0,0925;0,5993;0,0925;;;;;
YDR081C_damp330;YDR081C;pdc2_damp;1,0445;0,019;1,0445;0,019;;;;;
YDR081C_tsa1239;YDR081C;pdc2-5001;0,3586;0,0647;0,2545;0,0749;;;;;
YDR082W_damp331;YDR082W;stn1_damp;1,066;0,0194;1,066;0,0194;;;;;
YDR082W_tsa599;YDR082W;stn1-13;0,7797;0,0499;0,6413;0,0579;;;;;
YDR082W_tsq599;YDR082W;stn1-13;0,7797;0,0499;0,6413;0,0579;;;;;
YDR083W_dma882;YDR083W;rrp8;0,6915;0,1196;0,6915;0,1196;;;;;
YDR083W_sn4181;YDR083W;rrp8;0,6915;0,1196;0,6915;0,1196;;;;;
YDR084C_dma881;YDR084C;tvp23;1,0517;0,0218;1,0517;0,0218;;;;;
YDR084C_sn48;YDR084C;tvp23;1,0517;0,0218;1,0517;0,0218;;;;;
YDR085C_dma880;YDR085C;afr1;1,0108;0,0879;1,0108;0,0879;;;;;
YDR086C_tsa1112;YDR086C;sss1-5001;1,0193;0,0345;1,0059;0,0941;;;;;
YDR086C_tsq1381;YDR086C;sss1-5001;1,0193;0,0345;1,0059;0,0941;;;;;
YDR087C_damp333;YDR087C;rrp1_damp;0,7825;0,0661;0,7825;0,0661;;;;;
YDR087C_tsa181;YDR087C;rrp1-1;0,5083;0,1556;0,3626;0,1953;;;;;
YDR087C_tsq181;YDR087C;rrp1-1;0,5083;0,1556;0,3626;0,1953;;;;;
YDR088C_damp16;YDR088C;slu7_damp;0,998;0,0463;0,998;0,0463;;;;;
YDR088C_tsa656;YDR088C;slu7-ts1;0,9403;0,0717;0,7243;0,1594;;;;;
YDR088C_tsa657;YDR088C;slu7-ts2;0,7308;0,0436;0,4622;0,0486;;;;;
YDR088C_tsq656;YDR088C;slu7-ts1;0,9403;0,0717;0,7243;0,1594;;;;;
YDR088C_tsq657;YDR088C;slu7-ts2;0,7308;0,0436;0,4622;0,0486;;;;;
YDR089W_dma879;YDR089W;ydr089w;1,0048;0,0668;1,0048;0,0668;;;;;
YDR089W_sn3826;YDR089W;ydr089w;1,0048;0,0668;1,0048;0,0668;;;;;
YDR090C_dma878;YDR090C;ydr090c;1,018;0,0595;1,018;0,0595;;;;;
YDR090C_sn3666;YDR090C;ydr090c;1,018;0,0595;1,018;0,0595;;;;;
YDR091C_damp334;YDR091C;rli1_damp;0,787;0,034;0,787;0,034;;;;;
YDR091C_tsa1127;YDR091C;rli1-5001;0,8649;0,0973;0,8389;0,0529;;;;;
YDR091C_tsq2833;YDR091C;rli1-5001;0,8649;0,0973;0,8389;0,0529;;;;;
YDR092W_dma900;YDR092W;ubc13;0,958;0,1273;0,958;0,1273;;;;;
YDR092W_sn1563;YDR092W;ubc13;0,958;0,1273;0,958;0,1273;;;;;
YDR093W_dma899;YDR093W;dnf2;1,0208;0,0796;1,0208;0,0796;;;;;
YDR093W_sn257;YDR093W;dnf2;1,0208;0,0796;1,0208;0,0796;;;;;
YDR094W_dma898;YDR094W;ydr094w;0,8965;0,0461;0,8965;0,0461;;;;;
YDR095C_dma897;YDR095C;ydr095c;1,03;0,0225;1,03;0,0225;;;;;
YDR096W_dma896;YDR096W;gis1;0,9917;0,1184;0,9917;0,1184;;;;;
YDR096W_sn1632;YDR096W;gis1;0,9917;0,1184;0,9917;0,1184;;;;;
YDR097C_dma895;YDR097C;msh6;0,989;0,0482;0,989;0,0482;;;;;
YDR097C_sn1442;YDR097C;msh6;0,989;0,0482;0,989;0,0482;;;;;
YDR098C_dma894;YDR098C;grx3;1,0088;0,0639;1,0088;0,0639;;;;;
YDR098C_sn1003;YDR098C;grx3;1,0088;0,0639;1,0088;0,0639;;;;;
YDR099W_dma893;YDR099W;bmh2;0,9945;0,0747;0,9945;0,0747;;;;;
YDR099W_sn1077;YDR099W;bmh2;0,9945;0,0747;0,9945;0,0747;;;;;
YDR100W_dma892;YDR100W;tvp15;1,0357;0,0562;1,0357;0,0562;;;;;
YDR100W_sn45;YDR100W;tvp15;1,0357;0,0562;1,0357;0,0562;;;;;
YDR101C_dma891;YDR101C;arx1;0,7837;0,2312;0,7837;0,2312;;;;;
YDR101C_sn4170;YDR101C;arx1;0,7837;0,2312;0,7837;0,2312;;;;;
YDR102C_dma890;YDR102C;ydr102c;1,0205;0,0112;1,0205;0,0112;;;;;
YDR104C_dma912;YDR104C;spo71;0,96;0,0617;0,96;0,0617;;;;;
YDR104C_sn1053;YDR104C;spo71;0,96;0,0617;0,96;0,0617;;;;;
YDR105C_dma911;YDR105C;tms1;1,0102;0,0338;1,0102;0,0338;;;;;
YDR105C_sn3682;YDR105C;tms1;1,0102;0,0338;1,0102;0,0338;;;;;
YDR106W_sn3408;YDR106W;arp10;1,009;0,0256;1,009;0,0256;;;;;
YDR107C_dma910;YDR107C;tmn2;1,003;0,0108;1,003;0,0108;;;;;
YDR107C_sn124;YDR107C;tmn2;1,003;0,0108;1,003;0,0108;;;;;
YDR108W_dma909;YDR108W;trs85;0,8758;0,0522;0,8758;0,0522;;;;;
YDR108W_sn216;YDR108W;trs85;0,8758;0,0522;0,8758;0,0522;;;;;
YDR109C_dma908;YDR109C;ydr109c;1,0195;0,0742;1,0195;0,0742;;;;;
YDR109C_sn3045;YDR109C;ydr109c;1,0195;0,0742;1,0195;0,0742;;;;;
YDR110W_dma906;YDR110W;fob1;1,0205;0,0264;1,0205;0,0264;;;;;
YDR110W_sn1256;YDR110W;fob1;1,0205;0,0264;1,0205;0,0264;;;;;
YDR111C_dma905;YDR111C;alt2;1,03;0,0346;1,03;0,0346;;;;;
YDR111C_sn4319;YDR111C;alt2;1,03;0,0346;1,03;0,0346;;;;;
YDR112W_dma904;YDR112W;irc2;1,0165;0,0073;1,0165;0,0073;;;;;
YDR113C_damp335;YDR113C;pds1_damp;1,0605;0,0168;1,0605;0,0168;;;;;
YDR113C_tsa862;YDR113C;pds1-128;0,9297;0,0595;0,9476;0,0445;;;;;
YDR113C_tsq862;YDR113C;pds1-128;0,9297;0,0595;0,9476;0,0445;;;;;
YDR115W_S292;YDR115W;mrx14-supp1;NaN;NaN;NaN;NaN;;;;;
YDR116C_dma903;YDR116C;mrpl1;0,8053;0,1175;0,8053;0,1175;;;;;
YDR116C_sn4118;YDR116C;mrpl1;0,8053;0,1175;0,8053;0,1175;;;;;
YDR117C_dma902;YDR117C;tma64;0,9867;0,1331;0,9867;0,1331;;;;;
YDR117C_sn3904;YDR117C;tma64;0,9867;0,1331;0,9867;0,1331;;;;;
YDR118W_damp336;YDR118W;apc4_damp;1,027;0,0299;1,027;0,0299;;;;;
YDR118W_tsa1088;YDR118W;apc4-5001;1,0518;0,2;0,9189;0,0139;;;;;
YDR119W_dma924;YDR119W;vba4;0,994;0,1178;0,994;0,1178;;;;;
YDR119W_sn133;YDR119W;vba4;0,994;0,1178;0,994;0,1178;;;;;
YDR120C_dma923;YDR120C;trm1;0,993;0,0437;0,993;0,0437;;;;;
YDR120C_sn4221;YDR120C;trm1;0,993;0,0437;0,993;0,0437;;;;;
YDR121W_dma922;YDR121W;dpb4;1,0168;0,0311;1,0168;0,0311;;;;;
YDR121W_sn1208;YDR121W;dpb4;1,0168;0,0311;1,0168;0,0311;;;;;
YDR122W_dma921;YDR122W;kin1;1,0402;0,0573;1,0402;0,0573;;;;;
YDR122W_sn227;YDR122W;kin1;1,0402;0,0573;1,0402;0,0573;;;;;
YDR123C_dma920;YDR123C;ino2;0,6755;0,0943;0,6755;0,0943;;;;;
YDR123C_sn1933;YDR123C;ino2;0,6755;0,0943;0,6755;0,0943;;;;;
YDR124W_dma919;YDR124W;ydr124w;1,0023;0,0497;1,0023;0,0497;;;;;
YDR124W_sn3144;YDR124W;ydr124w;1,0023;0,0497;1,0023;0,0497;;;;;
YDR125C_dma918;YDR125C;ecm18;0,99;0,024;0,99;0,024;;;;;
YDR125C_sn725;YDR125C;ecm18;0,99;0,024;0,99;0,024;;;;;
YDR126W_dma917;YDR126W;swf1;0,8225;0,1716;0,8225;0,1716;;;;;
YDR126W_sn120;YDR126W;swf1;0,8225;0,1716;0,8225;0,1716;;;;;
YDR127W_dma916;YDR127W;aro1;0,8675;0,1058;0,8675;0,1058;;;;;
YDR127W_sn4271;YDR127W;aro1;0,8675;0,1058;0,8675;0,1058;;;;;
YDR128W_dma915;YDR128W;mtc5;0,787;0,0871;0,787;0,0871;;;;;
YDR128W_sn3757;YDR128W;mtc5;0,787;0,0871;0,787;0,0871;;;;;
YDR129C_sn579;YDR129C;sac6;0,5335;0,087;0,5335;0,087;;;;;
YDR130C_dma914;YDR130C;fin1;1,032;0,0718;1,032;0,0718;;;;;
YDR130C_sn1153;YDR130C;fin1;1,032;0,0718;1,032;0,0718;;;;;
YDR131C_dma936;YDR131C;ydr131c;1,0195;0,0464;1,0195;0,0464;;;;;
YDR131C_sn3886;YDR131C;ydr131c;1,0195;0,0464;1,0195;0,0464;;;;;
YDR132C_dma935;YDR132C;ydr132c;1,0128;0,0653;1,0128;0,0653;;;;;
YDR132C_sn3570;YDR132C;ydr132c;1,0128;0,0653;1,0128;0,0653;;;;;
YDR133C_dma934;YDR133C;ydr133c;1,017;0,0097;1,017;0,0097;;;;;
YDR134C_dma933;YDR134C;ydr134c;1,0177;0,1007;1,0177;0,1007;;;;;
YDR134C_sn3049;YDR134C;ydr134c;1,0177;0,1007;1,0177;0,1007;;;;;
YDR135C_dma932;YDR135C;ycf1;1,0137;0,0318;1,0137;0,0318;;;;;
YDR135C_sn2428;YDR135C;ycf1;1,0137;0,0318;1,0137;0,0318;;;;;
YDR137W_sn254;YDR137W;rgp1;0,703;0,159;0,703;0,159;;;;;
YDR139C_dma931;YDR139C;rub1;0,9865;0,067;0,9865;0,067;;;;;
YDR139C_sn1481;YDR139C;rub1;0,9865;0,067;0,9865;0,067;;;;;
YDR141C_damp337;YDR141C;dop1_damp;1,0115;0,026;1,0115;0,026;;;;;
YDR141C_tsa854;YDR141C;dop1-1;0,9313;0,1734;0,6818;0,0719;;;;;
YDR141C_tsq854;YDR141C;dop1-1;0,9313;0,1734;0,6818;0,0719;;;;;
YDR142C_dma930;YDR142C;pex7;0,9727;0,0298;0,9727;0,0298;;;;;
YDR142C_sn312;YDR142C;pex7;0,9727;0,0298;0,9727;0,0298;;;;;
YDR143C_dma929;YDR143C;san1;1,0477;0,0341;1,0477;0,0341;;;;;
YDR143C_sn2134;YDR143C;san1;1,0477;0,0341;1,0477;0,0341;;;;;
YDR144C_dma928;YDR144C;mkc7;0,994;0,0798;0,994;0,0798;;;;;
YDR144C_sn1573;YDR144C;mkc7;0,994;0,0798;0,994;0,0798;;;;;
YDR145W_damp17;YDR145W;taf12_damp;0,8375;0,0239;0,8375;0,0239;;;;;
YDR145W_tsa514;YDR145W;taf12-9;0,7574;0,2911;0,711;0,0312;;;;;
YDR145W_tsa515;YDR145W;taf12-w486stop;0,722;0,2792;0,5289;0,3112;;;;;
YDR145W_tsa518;YDR145W;taf12-ts23;0,697;0,2306;0,5068;0,2211;;;;;
YDR145W_tsa806;YDR145W;taf12-l446a;0,5961;0,1971;0,4839;0,307;;;;;
YDR145W_tsq1180;YDR145W;taf12-l446a;0,5961;0,1971;0,4839;0,307;;;;;
YDR145W_tsq1273;YDR145W;taf12-l464a;0,4859;0,0108;0,4522;0,0304;;;;;
YDR145W_tsq514;YDR145W;taf12-9;0,7574;0,2911;0,3642;0,0199;;;;;
YDR145W_tsq515;YDR145W;taf12-w486stop;0,722;0,2792;0,5289;0,3112;;;;;
YDR145W_tsq518;YDR145W;taf12-ts23;0,697;0,2306;0,5068;0,2211;;;;;
YDR146C_dma927;YDR146C;swi5;0,9198;0,1099;0,9198;0,1099;;;;;
YDR146C_sn1347;YDR146C;swi5;0,9198;0,1099;0,9198;0,1099;;;;;
YDR147W_dma926;YDR147W;eki1;0,9795;0,0238;0,9795;0,0238;;;;;
