Essential gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
TFC3	I	147594	151166	[147595, 147601, 147605, 147611, 147617, 147626, 147645, 147708, 147829, 147833, 148221, 148250, 148251, 148254, 148442, 148461, 148465, 148469, 148610, 148614, 148864, 148872, 148950, 149017, 149123, 149127, 150384, 150514, 150670, 150922, 151086]	[244, 604, 137, 2, 31, 1, 11, 2, 5, 2, 2, 16, 92, 1, 1, 5, 57, 77, 6, 18, 3, 5, 6, 1, 8, 40, 96, 3, 36, 68, 3]
EFB1	I	142174	143160	[142327, 143156]	[24, 2]
MAK16	I	100225	101145	[100231, 100271]	[2, 61]
PRP45	I	83335	84474	[83361, 83370, 83373, 83454, 83458, 83464, 83497, 83502, 83516, 83533, 83574, 83578, 83579, 83669, 83684, 83686, 83700, 83818, 83823, 83873, 83875, 83895, 83997, 84024, 84034, 84067, 84112, 84118, 84405, 84409]	[20, 86, 9, 222, 99, 11, 55, 20, 3, 1, 10, 1, 1, 1, 49, 149, 3, 5, 14, 10, 14, 64, 97, 34, 56, 9, 1, 85, 1, 10]
POP5	I	82706	83227	[83041, 83143]	[2, 3]
YAL034C-B	I	79489	79842	[79494, 79533, 79554, 79556, 79558, 79561, 79564, 79568, 79572, 79575, 79577, 79581, 79584, 79586, 79589, 79594, 79606, 79609, 79618, 79630, 79637, 79642, 79649, 79654, 79686, 79717, 79722]	[20, 81, 349, 6, 200, 137, 2, 156, 107, 64, 371, 465, 1, 121, 73, 311, 15, 63, 197, 135, 8, 387, 314, 66, 2, 26, 3]
MTW1	I	79718	80587	[79722, 79844, 79892, 80052, 80475, 80483, 80506, 80515, 80523, 80528]	[3, 92, 1, 17, 5, 15, 9, 7, 12, 34]
CDC19	I	71786	73288	[72165, 72301, 72305, 72306, 72408, 72413, 72413, 72419, 72694, 72886, 72887, 72890]	[6, 31, 11, 2, 20, 1, 1, 11, 9, 8, 1, 60]
CDC24	I	62840	65404	[62840, 62868, 62890, 62904, 62934, 63193, 63197, 63198, 63294, 63295, 63297, 63299, 63796, 63907, 63911, 64673, 64676, 64746, 64842, 64844, 64845, 65175, 65176, 65181, 65234, 65284, 65290, 65403]	[7, 5, 57, 4, 74, 39, 11, 1, 71, 1, 2, 23, 269, 3, 194, 154, 1, 45, 2, 12, 74, 1, 14, 6, 3, 9, 1, 1]
PTA1	I	58695	61052	[58698, 58736, 58879, 58999, 59003, 59008, 59054, 59058, 59344, 59507, 59539, 59647, 59651, 59869, 59871, 59875, 60121, 60136, 60372, 60688, 60719, 60947, 61002, 61004]	[1, 5, 7, 1, 116, 1, 9, 1, 4, 2, 8, 1, 16, 56, 2, 3, 24, 51, 7, 1, 5, 1, 16, 261]
RFA1	I	156754	158619	[156756, 156756, 156776, 156781, 158476]	[3, 1, 36, 2, 15]
SEN34	I	158966	159793	[158990, 158994, 159224, 159227, 159228, 159535, 159539, 159540, 159542, 159542, 159598, 159599, 159600, 159603, 159673, 159676, 159679, 159781, 159793]	[6, 7, 18, 1, 39, 124, 3, 20, 1, 5, 8, 1, 2, 145, 1, 112, 1, 7, 12]
CDC15	I	172211	175135	[172229, 172266, 172268, 172271, 172385, 172389, 172415, 172538, 172544, 172610, 172613, 172616, 172806, 172811, 172939, 172944, 173162, 173246, 173628, 173632, 173677, 173681, 173893, 174320, 174325, 174328, 174332, 174368, 174574]	[131, 12, 1, 18, 45, 22, 1, 1, 66, 70, 1, 78, 19, 31, 1, 12, 63, 10, 28, 12, 7, 40, 8, 22, 12, 1, 25, 5, 53]
HTA2	II	235394	235792	[235426, 235450, 235454, 235463, 235467, 235473, 235474, 235475, 235480, 235516, 235611, 235621, 235635, 235639, 235640, 235642, 235646, 235649, 235650, 235656, 235662, 235686, 235701, 235732, 235752]	[17, 21, 30, 27, 76, 58, 29, 58, 18, 14, 117, 68, 7, 7, 3, 37, 124, 1, 10, 11, 16, 7, 22, 1, 5]
UTP20	II	227636	235117	[227750, 227755, 227793, 227882, 227888, 227977, 227982, 228158, 228195, 228273, 228277, 228352, 228356, 228401, 228449, 230100, 230402, 230713, 231126, 231163, 231275, 231278, 231280, 231584, 231589, 232054, 232191, 233711, 233881, 234023, 234228, 234232, 234610, 234616, 234969, 234974, 234975, 235061, 235088, 235097, 235107, 235108, 235113, 235114, 235116]	[10, 1, 5, 38, 2, 29, 67, 1, 6, 3, 11, 158, 24, 436, 61, 34, 11, 3, 6, 3, 4, 31, 24, 6, 25, 14, 1, 5, 10, 15, 4, 4, 6, 5, 53, 1, 1, 236, 21, 15, 18, 298, 2, 54, 5]
RRN6	II	199064	201748	[199079, 199083, 199087, 199120, 199138, 199301, 199305, 199460, 199460, 199633, 199688, 199708, 199908, 200423, 200455, 200600, 200604, 200605, 200606, 200674, 200689, 200693, 200893, 200898, 200976, 200976, 200981, 201222, 201227]	[46, 26, 10, 2, 88, 134, 19, 14, 1, 30, 10, 1, 2, 6, 13, 59, 36, 1, 111, 6, 27, 12, 1, 9, 25, 1, 27, 6, 36]
