Essential gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
TFC3	I	147594	151166	[147595, 147600, 147601, 147606, 147617, 147633, 147640, 147703, 147708, 147833, 147871, 147936, 148222, 148251, 148344, 148441, 148460, 148461, 148466, 148575, 148608, 148614, 148868, 148950, 148954, 148955, 149019, 149123, 149127, 149541, 150385, 150389, 150513, 150559, 150670, 150922, 150927, 151086, 151090]	[300, 7, 50, 257, 169, 23, 191, 1, 19, 3, 1, 412, 6, 6, 27, 3, 1, 5, 83, 25, 7, 8, 2, 310, 4, 6, 2, 1, 4, 6, 1, 5, 1, 20, 21, 66, 4, 2, 100]
EFB1	I	142174	143160	[142321, 142325, 142930]	[2, 19, 4]
MAK16	I	100225	101145	[100244, 100251, 100410, 100788, 101017, 101017, 101018, 101022]	[1, 84, 1, 22, 3, 1, 1, 36]
PRP45	I	83335	84474	[83336, 83354, 83358, 83439, 83456, 83462, 83488, 83500, 83517, 83518, 83522, 83530, 83537, 83574, 83578, 83635, 83657, 83699, 83705, 83747, 83817, 83866, 83879, 83997, 83997, 84001, 84011, 84026, 84031, 84114, 84118, 84404, 84409]	[30, 30, 2, 1, 96, 160, 2, 1, 5, 5, 2, 3, 320, 15, 5, 20, 1, 1, 160, 8, 25, 27, 1, 36, 4, 56, 4, 30, 1, 1, 11, 3, 7]
POP5	I	82706	83227	[82706, 82710, 83001, 83041]	[39, 85, 9, 2]
YAL034C-B	I	79489	79842	[79552, 79558, 79561, 79564, 79567, 79576, 79579, 79582, 79583, 79584, 79585, 79586, 79587, 79590, 79601, 79609, 79621, 79630, 79640, 79643, 79648, 79650, 79654, 79660, 79668, 79707, 79712, 79717, 79721, 79737, 79840]	[30, 41, 1, 142, 114, 232, 64, 213, 8, 97, 170, 65, 49, 55, 39, 12, 99, 81, 107, 399, 1, 99, 17, 2, 28, 1, 8, 4, 11, 6, 1]
MTW1	I	79718	80587	[79721, 79737, 79840, 79897, 80053, 80465, 80471, 80480, 80496, 80501, 80506, 80518, 80525, 80549, 80576, 80586]	[11, 6, 1, 50, 66, 43, 11, 50, 43, 3, 4, 7, 1, 4, 57, 51]
CDC19	I	71786	73288	[72110, 72117, 72157, 72157, 72158, 72162, 72300, 72301, 72304, 72305, 72409, 72414, 72497, 72551, 72693, 72698, 72884, 72886, 72886, 72891, 73244, 73267]	[2, 1, 94, 1, 47, 58, 2, 39, 1, 30, 33, 1, 59, 162, 8, 70, 1, 4, 2, 125, 2, 95]
CDC24	I	62840	65404	[62844, 62874, 62935, 62940, 63192, 63195, 63196, 63198, 63295, 63299, 63613, 63617, 63618, 63618, 63907, 63911, 64746, 64749, 64844, 64845, 64849, 65180, 65234, 65284, 65290, 65373]	[2, 33, 34, 1, 51, 1, 1, 28, 3, 2, 118, 1, 1, 2, 2, 29, 166, 1, 9, 8, 1, 7, 36, 36, 2, 14]
PTA1	I	58695	61052	[58854, 59007, 59055, 59059, 59060, 59340, 59423, 59436, 59441, 59462, 59493, 59529, 59546, 59646, 59864, 59868, 59875, 60121, 60129, 60371, 60376, 61002, 61006]	[23, 70, 25, 10, 1, 10, 13, 44, 20, 27, 3, 3, 9, 21, 40, 24, 1, 11, 1, 2, 3, 17, 70]
